iter	Accuracy	MultiClass
2013	0.8257031599	0.4393361761
2014	0.8257163154	0.4392951813
2015	0.8257031599	0.4392699085
2016	0.8257426264	0.4392291701
2017	0.8256900045	0.4391735778
2018	0.8257163154	0.439148781
2019	0.8256900045	0.4390829328
2020	0.8258084037	0.439058416
2021	0.8258215592	0.4390289583
2022	0.8258741811	0.4389913469
2023	0.8258873365	0.4389710937
2024	0.8259399584	0.4389452379
2025	0.8259136475	0.4389118725
2026	0.825900492	0.4388396993
2027	0.8259531139	0.4387961279
2028	0.8259925803	0.4387547873
2029	0.8259794248	0.4387298449
2030	0.8259399584	0.4387218445
2031	0.8260320467	0.4386622467
2032	0.8260452022	0.4386217328
2033	0.8260583577	0.438574694
2034	0.8260715131	0.4385278134
2035	0.8261372905	0.4384661853
2036	0.826150446	0.4384300588
2037	0.8261767569	0.4383855372
2038	0.8261636014	0.438354646
2039	0.8262556897	0.4383155988
2040	0.8261767569	0.4382609972
2041	0.8261899124	0.4382201821
2042	0.8262030679	0.4382002688
2043	0.8262293788	0.4381553087
2044	0.8262688452	0.4381216877
2045	0.8262556897	0.4381006865
2046	0.8262425343	0.4380690173
2047	0.8261899124	0.438033544
2048	0.8262162233	0.4380016766
2049	0.8262820007	0.4379690658
2050	0.8262425343	0.4379417898
2051	0.8262556897	0.4378983847
2052	0.8263214671	0.4378578362
2053	0.8263083116	0.4378065968
2054	0.8264003999	0.4377609044
2055	0.8264135554	0.4377110083
2056	0.8264267109	0.4376731963
2057	0.8264661773	0.4376574896
2058	0.8264661773	0.4376268536
2059	0.8264793328	0.4375844858
2060	0.8265319546	0.4375581718
2061	0.8265451101	0.4375103019
2062	0.826597732	0.4374925658
2063	0.8266108875	0.4374617785
2064	0.8265845765	0.4373686425
2065	0.8266240429	0.4373290687
2066	0.8265187992	0.4372872394
2067	0.8264793328	0.4372542502
2068	0.8264793328	0.4372337735
2069	0.8265845765	0.4371834022
2070	0.8265451101	0.4371476619
2071	0.8266240429	0.4371292284
2072	0.8266635094	0.4371041935
2073	0.8266635094	0.4369117275
2074	0.8266240429	0.4368414227
2075	0.8266240429	0.4368180857
2076	0.8266240429	0.4367967918
2077	0.8265845765	0.4367542333
2078	0.8266240429	0.4367048256
2079	0.8267950641	0.4366049313
2080	0.8267950641	0.4365678291
2081	0.8267687531	0.4365227877
2082	0.8267029758	0.4364673387
2083	0.8267292867	0.4364127859
2084	0.8267424422	0.436357312
2085	0.8267819086	0.436345833
2086	0.8267950641	0.4363168708
2087	0.8267424422	0.4362912943
2088	0.8268608414	0.4362459391
2089	0.826847686	0.4362000613
2090	0.8267950641	0.4361922355
2091	0.8268871524	0.4361219511
2092	0.8269134633	0.4360933366
2093	0.8269529297	0.436074229
2094	0.8269529297	0.4360414212
2095	0.8269660852	0.4360231039
2096	0.8269003078	0.4359552425
2097	0.8269134633	0.4359045799
2098	0.8268871524	0.4358687955
2099	0.827045018	0.4358256938
2100	0.8270187071	0.4357826896
2101	0.8271107954	0.4357252074
2102	0.8271371063	0.4356815411
2103	0.8271634173	0.4356082395
2104	0.8271502618	0.4355784577
2105	0.8273475939	0.4355426683
2106	0.8273344384	0.4355067008
2107	0.8273212829	0.4354532022
2108	0.8273870603	0.4354299439
2109	0.8274133712	0.4353447002
2110	0.8274791486	0.435298322
2111	0.8274528376	0.4352679939
2112	0.8276107033	0.4351979302
2113	0.8276238588	0.4351215819
2114	0.8276633252	0.435073841
2115	0.8276764806	0.4350440588
2116	0.8277159471	0.4349881623
2117	0.8277817244	0.4349447128
2118	0.8278475018	0.4349032597
2119	0.8278738127	0.4348654228
2120	0.8278606572	0.4348234016
2121	0.8278211908	0.4347922861
2122	0.8278343463	0.4347701888
2123	0.8278606572	0.4347203022
2124	0.8279395901	0.4346912563
2125	0.8279395901	0.4346658197
2126	0.8279527455	0.4346195801
2127	0.8279264346	0.4345755593
2128	0.8278869682	0.4345519035
2129	0.8278869682	0.4345279594
2130	0.827965901	0.4344885063
2131	0.8279527455	0.4344522787
2132	0.8279790565	0.4344274728
2133	0.8279395901	0.4342893129
2134	0.8279790565	0.4342549281
2135	0.8279527455	0.4342201377
2136	0.827992212	0.4341936705
2137	0.8279527455	0.4341710643
2138	0.8280185229	0.4341134227
2139	0.8280448338	0.4340752806
2140	0.8280448338	0.4340440783
2141	0.8281369221	0.4340044959
2142	0.8281500776	0.4339871875
2143	0.8281763886	0.4339443268
2144	0.828189544	0.4339196854
2145	0.8282290104	0.4338546071
2146	0.8283342542	0.4338212167
2147	0.8283079433	0.4337568695
2148	0.8282947878	0.4337337083
2149	0.8282553214	0.4336742833
2150	0.8283342542	0.4336415197
2151	0.8282947878	0.4336221428
2152	0.8282421659	0.4335466727
2153	0.8282947878	0.4335236298
2154	0.8282553214	0.4334866029
2155	0.8283210987	0.4334538483
2156	0.8283079433	0.4333699464
2157	0.8283210987	0.433327331
2158	0.8282947878	0.4332877773
2159	0.8283474097	0.433243459
2160	0.8284000316	0.4331742456
2161	0.8284658089	0.4331312969
2162	0.8284658089	0.4331052718
2163	0.8285052753	0.4330696843
2164	0.8285184308	0.4330424435
2165	0.8286105191	0.4329931771
2166	0.8285973636	0.432951269
2167	0.8286894519	0.4329056725
2168	0.8286762965	0.4328757833
2169	0.8287683848	0.4328379014
2170	0.8287683848	0.4327988255
2171	0.8287420738	0.4327621709
2172	0.8287420738	0.4327385941
2173	0.8289394059	0.4326680382
2174	0.8290183387	0.4326273043
2175	0.8290314942	0.4326032055
2176	0.8290578051	0.4325678679
2177	0.8291630489	0.4325278078
2178	0.8291762044	0.4324944879
2179	0.8291762044	0.432478123
2180	0.8292025153	0.4324469436
2181	0.8292288263	0.4324105919
2182	0.8291762044	0.4323790271
2183	0.8292156708	0.4323428396
2184	0.8292288263	0.4323111325
2185	0.8292419817	0.4322850474
2186	0.8292682927	0.4322494813
2187	0.8293209146	0.4321862938
2188	0.8293472255	0.4321553478
2189	0.829360381	0.4321195229
2190	0.8293735365	0.4320941575
2191	0.8294130029	0.432022032
2192	0.8294919357	0.4319721856
2193	0.8295577131	0.4318701773
2194	0.8295708685	0.4318379693
2195	0.8296234904	0.4317867581
2196	0.8296366459	0.431775732
2197	0.8295971795	0.4317343534
2198	0.8297024232	0.4316877375
2199	0.8297287342	0.4316502897
2200	0.8297287342	0.4316195135
2201	0.8296761123	0.4315916583
2202	0.8296366459	0.4315597508
2203	0.8296103349	0.4315346891
2204	0.8296761123	0.4314260114
2205	0.8296629568	0.4313749245
2206	0.8296629568	0.4313183258
2207	0.8296234904	0.4312819526
2208	0.8296629568	0.4312603261
2209	0.8296629568	0.4312329859
2210	0.8296234904	0.4311120948
2211	0.8296761123	0.4310786285
2212	0.8296629568	0.43104086
2213	0.8297945115	0.431005634
2214	0.829807667	0.430977842
2215	0.8297287342	0.4309389533
2216	0.8297155787	0.4309186789
2217	0.829807667	0.4308788173
2218	0.829807667	0.4308353239
2219	0.8299129108	0.4307668888
2220	0.8298734444	0.4307382023
2221	0.8298734444	0.430675842
2222	0.8299392217	0.4306414358
2223	0.8299523772	0.4306144349
2224	0.8300181546	0.4305739868
2225	0.8302286421	0.4304637971
2226	0.830281264	0.4304117456
2227	0.8303075749	0.4303872973
2228	0.830281264	0.4303394982
2229	0.8302944194	0.4303053992
2230	0.8303601968	0.4302649932
2231	0.8304128187	0.4302317371
2232	0.8304391296	0.4301941622
2233	0.8305443734	0.4301625364
2234	0.8305312179	0.4301291536
2235	0.8304522851	0.4300847834
2236	0.8304522851	0.4300559673
2237	0.830504907	0.430018601
2238	0.8306101508	0.4299791047
2239	0.8306496172	0.4299503026
2240	0.8306101508	0.4298989756
2241	0.8305969953	0.4298639282
2242	0.8305443734	0.4297482775
2243	0.8306101508	0.4297211803
2244	0.8307417055	0.4296196288
2245	0.8306627726	0.4295960977
2246	0.8307943274	0.4295550342
2247	0.8309127266	0.4295307244
2248	0.8309390375	0.4294912316
2249	0.8309258821	0.42944922
2250	0.8309390375	0.4294282477
2251	0.830952193	0.4293945355
2252	0.8310179704	0.4293529727
2253	0.8310048149	0.429316127
2254	0.8309916594	0.4292895155
2255	0.8309916594	0.4292541953
2256	0.8310179704	0.4292212694
2257	0.8311232141	0.4291668145
2258	0.8312416134	0.4291260175
2259	0.8312153024	0.4291175152
2260	0.8311626806	0.4290869254
2261	0.8311626806	0.4290538532
2262	0.8311889915	0.4290312942
2263	0.8312810798	0.4289850984
2264	0.8312810798	0.4289681606
2265	0.8312942353	0.428900549
2266	0.8312942353	0.4288695824
2267	0.8313600126	0.4288110763
2268	0.8313205462	0.4287807849
2269	0.8313468572	0.4287330705
2270	0.8312942353	0.4287128461
2271	0.8313337017	0.4286758162
2272	0.8312810798	0.4286596124
2273	0.8313073907	0.4286114747
2274	0.8313468572	0.4285435525
2275	0.8313731681	0.4285228026
2276	0.8313731681	0.4284954943
2277	0.8314784119	0.4284606899
2278	0.8315047228	0.4284223304
2279	0.831399479	0.4283776375
2280	0.8313863236	0.4282965555
2281	0.8313731681	0.4282542032
2282	0.8314652564	0.4282120938
2283	0.8315310338	0.4281676589
2284	0.8315047228	0.4281408818
2285	0.8314915673	0.4281063879
2286	0.8315178783	0.4280852031
2287	0.8314784119	0.4280409034
2288	0.8316362775	0.4279903619
2289	0.8315968111	0.4279631991
2290	0.8316757439	0.4279234299
2291	0.8316757439	0.427907419
2292	0.8317152104	0.4278708095
2293	0.8316888994	0.42784277
2294	0.8316757439	0.4278001321
2295	0.8317020549	0.427775161
2296	0.8316757439	0.4277263029
2297	0.8318204541	0.4276875219
2298	0.8318467651	0.4276748695
2299	0.8319125424	0.4276297654
2300	0.8319256979	0.4275842406
2301	0.8318204541	0.4274702659
2302	0.8319125424	0.4274118269
2303	0.8319651643	0.4273809699
2304	0.8319651643	0.427344672
2305	0.8319783198	0.4272983672
2306	0.8320177862	0.4272170798
2307	0.8320835636	0.42714426
2308	0.8320440971	0.4270965461
2309	0.8320572526	0.4270645752
2310	0.8320572526	0.4270293964
2311	0.8320835636	0.4270188811
2312	0.8320835636	0.4269699851
2313	0.83212303	0.4269532577
2314	0.8321493409	0.4269059733
2315	0.8320835636	0.4268779777
2316	0.8320309417	0.426822096
2317	0.8320704081	0.4267733985
2318	0.83212303	0.4267517647
2319	0.8322282737	0.4266880594
2320	0.8322545847	0.4266687056
2321	0.8322151183	0.4266286217
2322	0.8321361854	0.4266030725
2323	0.8322019628	0.4265811278
2324	0.8321756519	0.4265347986
2325	0.8322019628	0.4265123197
2326	0.8322151183	0.4264771118
2327	0.8321888073	0.4264421409
2328	0.8322282737	0.4264038022
2329	0.8323072066	0.4263757163
2330	0.8323335175	0.4263008643
2331	0.8324650722	0.426248589
2332	0.8324519168	0.4262212983
2333	0.8325308496	0.4261715319
2334	0.8325308496	0.426124354
2335	0.8326229379	0.42609279
2336	0.8326097824	0.4260681903
2337	0.8326492488	0.426017839
2338	0.8326229379	0.4259736711
2339	0.8326097824	0.4259379151
2340	0.8326492488	0.4258953018
2341	0.8326755598	0.4258783022
2342	0.8326229379	0.4258277974
2343	0.8326624043	0.4257980274
2344	0.8326755598	0.4257662024
2345	0.8327676481	0.4257196069
2346	0.8327281817	0.4257010317
2347	0.8327808035	0.4256649079
2348	0.8328071145	0.4256384043
2349	0.8326887152	0.4256062188
2350	0.8327413371	0.4255788119
2351	0.8327544926	0.4255489432
2352	0.8327413371	0.4255196833
2353	0.8327413371	0.4254954773
2354	0.8327413371	0.425475061
2355	0.8328071145	0.4254281646
2356	0.8328992028	0.4253606186
2357	0.8329123582	0.425339186
2358	0.8329386692	0.4253003465
2359	0.8329255137	0.4252605354
2360	0.8329649801	0.4252420407
2361	0.8329912911	0.4252048226
2362	0.833017602	0.4251703431
2363	0.8330702239	0.4251217861
2364	0.833017602	0.4250983285
2365	0.8330307575	0.4250540299
2366	0.8331228458	0.4249847443
2367	0.8331228458	0.4249635426
2368	0.8330307575	0.4249386477
2369	0.8330833794	0.4249087946
2370	0.8331228458	0.4248780626
2371	0.8331096903	0.4248342581
2372	0.8331360013	0.4247996757
2373	0.8331623122	0.4247767924
2374	0.8331228458	0.4247531431
2375	0.8331754677	0.4247218411
2376	0.8332017786	0.4246948558
2377	0.8332544005	0.4246580021
2378	0.8333859552	0.4246039109
2379	0.833464888	0.424560937
2380	0.8334385771	0.4244941728
2381	0.8333859552	0.42443984
2382	0.833464888	0.4243825781
2383	0.8333859552	0.4243536537
2384	0.8334517326	0.4243175889
2385	0.8335043545	0.4242892512
2386	0.8335306654	0.4242182767
2387	0.8335701318	0.4241916363
2388	0.8335701318	0.4241644291
2389	0.8336490646	0.4241251134
2390	0.8336227537	0.4241048933
2391	0.8335964428	0.4240714681
2392	0.8336490646	0.4240510611
2393	0.8336490646	0.4240224525
2394	0.8337806194	0.4239902043
2395	0.8338069303	0.4239789855
2396	0.8337806194	0.4239611114
2397	0.8337543084	0.4239275878
2398	0.8337411529	0.423885057
2399	0.8337016865	0.4238349327
2400	0.8337016865	0.423798403
2401	0.833714842	0.4237686234
2402	0.8336622201	0.4237460364
2403	0.8337016865	0.423719774
2404	0.8337806194	0.423685277
2405	0.8338200858	0.423651885
2406	0.8339121741	0.4236242818
2407	0.8339121741	0.4235947336
2408	0.833938485	0.4235599709
2409	0.833938485	0.4235028565
2410	0.8338463967	0.4234340601
2411	0.833938485	0.4234026276
2412	0.8339779514	0.4233706222
2413	0.8340174178	0.4233112552
2414	0.8340305733	0.4232617548
2415	0.8340305733	0.4231916461
2416	0.8340305733	0.4231666924
2417	0.8340305733	0.423097886
2418	0.8340174178	0.4230836486
2419	0.8341226616	0.4230067368
2420	0.8341226616	0.4229660712
2421	0.8341226616	0.4229391195
2422	0.8340831952	0.422906088
2423	0.8342147499	0.4228025033
2424	0.834188439	0.42277182
2425	0.8342147499	0.422736567
2426	0.8342542163	0.4226863193
2427	0.8342542163	0.4226586513
2428	0.8342542163	0.4226140774
2429	0.8343199937	0.4225772745
2430	0.8343331492	0.4225607181
2431	0.8343594601	0.4225374647
2432	0.8343331492	0.4225094984
2433	0.8342805273	0.4224741428
2434	0.8343068382	0.4224385418
2435	0.8342805273	0.4224045095
2436	0.8343594601	0.4223788285
2437	0.8343331492	0.422351705
2438	0.8343068382	0.4223035068
2439	0.8343726156	0.4222788656
2440	0.8343594601	0.4222284631
2441	0.8343068382	0.4221921211
2442	0.8344515484	0.4221133436
2443	0.8343726156	0.4220881364
2444	0.8343331492	0.4220738126
2445	0.834412082	0.422042735
2446	0.834412082	0.4219889446
2447	0.834385771	0.4219652385
2448	0.8344383929	0.4219290932
2449	0.834412082	0.421913162
2450	0.8344778593	0.4218862815
2451	0.8345962586	0.4218495905
2452	0.8345831031	0.4218236452
2453	0.8345567922	0.4217999946
2454	0.8345831031	0.4217701053
2455	0.8346751914	0.4217423718
2456	0.8346883469	0.4217109286
2457	0.8346094141	0.4216687499
2458	0.8345831031	0.4216361717
2459	0.8345567922	0.4215958592
2460	0.8345699476	0.4215883991
2461	0.8345699476	0.4215536244
2462	0.8346751914	0.4215092734
2463	0.8346225695	0.4214819808
2464	0.8346620359	0.4214509195
2465	0.8347015024	0.4214001453
2466	0.8347146578	0.4213653343
2467	0.8347146578	0.4212937145
2468	0.8347146578	0.4212787698
2469	0.8347541242	0.4212227443
2470	0.8348462125	0.4211639052
2471	0.8349251454	0.4211338057
2472	0.8349119899	0.4210974427
2473	0.8350040782	0.4210731796
2474	0.8350567001	0.421040854
2475	0.8351487884	0.4209908413
2476	0.8351750993	0.4209672302
2477	0.8351224774	0.4209135619
2478	0.8351224774	0.4208815249
2479	0.8351619439	0.4208529702
2480	0.8351750993	0.4208409931
2481	0.8352277212	0.4207773754
2482	0.835306654	0.4207217612
2483	0.835332965	0.4206935001
2484	0.8352671876	0.4206420573
2485	0.8353724314	0.4206132583
2486	0.8353987423	0.420579942
2487	0.8354250533	0.4205505347
2488	0.8354908306	0.4205137132
2489	0.8354513642	0.4204872128
2490	0.8354645197	0.4204661612
2491	0.8354250533	0.4204200178
2492	0.8355302971	0.4203587843
2493	0.8355039861	0.4203265069
2494	0.8355434525	0.4203118432
2495	0.8355697635	0.4202678569
2496	0.8355039861	0.4202214378
2497	0.8354382088	0.4201488692
2498	0.8354513642	0.4201296874
2499	0.8354645197	0.4201005598
2500	0.835556608	0.4200616692
2501	0.835556608	0.420005574
2502	0.8357013182	0.4199135318
2503	0.8356750072	0.4198898543
2504	0.8356881627	0.4198589702
2505	0.8357276291	0.4198287513
2506	0.8357276291	0.4197908937
2507	0.8357276291	0.4197653697
2508	0.8357276291	0.4197495653
2509	0.8357144736	0.419712357
2510	0.8356486963	0.419674403
2511	0.8356486963	0.419621363
2512	0.8357144736	0.4195841977
2513	0.8356750072	0.419550976
2514	0.8356881627	0.4195316968
2515	0.8357144736	0.4194945259
2516	0.8357144736	0.419471719
2517	0.8357407846	0.4194546904
2518	0.8358065619	0.4193997486
2519	0.8358065619	0.4193665033
2520	0.8359381167	0.4192592425
2521	0.8359644276	0.4192478554
2522	0.8359512721	0.4192050821
2523	0.8359907385	0.4191646992
2524	0.8359512721	0.4190714225
2525	0.8359381167	0.4190569635
2526	0.8359775831	0.4190264366
2527	0.8360170495	0.4189974234
2528	0.836030205	0.4189143474
2529	0.8359644276	0.418888167
2530	0.8359907385	0.4188431205
2531	0.8359907385	0.4188011755
2532	0.8358986502	0.4187682777
2533	0.8359512721	0.418734521
2534	0.8359775831	0.4186557208
2535	0.8359775831	0.4186427603
2536	0.8359775831	0.4186015873
2537	0.8360170495	0.4185820078
2538	0.8360170495	0.4184779453
2539	0.8360696714	0.4184391242
2540	0.8361617597	0.418416464
2541	0.8361749151	0.4183697927
2542	0.8360828268	0.4183211782
2543	0.8361091378	0.4182866675
2544	0.8361222933	0.4182520023
2545	0.8363196253	0.4182115266
2546	0.8363854027	0.4181759189
2547	0.8363590917	0.4181602182
2548	0.8363590917	0.4181272884
2549	0.8363590917	0.4180933005
2550	0.8364906465	0.418034509
2551	0.8364248691	0.4179806636
2552	0.8363985582	0.417949046
2553	0.8363459363	0.4179140205
2554	0.8364906465	0.4178746866
2555	0.8364906465	0.4178235733
2556	0.8364380246	0.4177877928
2557	0.83645118	0.4177623623
2558	0.83645118	0.4177428053
2559	0.8364380246	0.4177106075
2560	0.8364643355	0.4176796563
2561	0.8364643355	0.417658167
2562	0.8365958902	0.4176352912
2563	0.8365827348	0.4176032805
2564	0.8364906465	0.4175746636
2565	0.8365958902	0.4175504827
2566	0.8366879785	0.4174661886
2567	0.8366485121	0.417433734
2568	0.836701134	0.4173996305
2569	0.8367406004	0.4173704499
2570	0.8367800668	0.4173200433
2571	0.8367800668	0.4173063396
2572	0.8368063778	0.4172712561
2573	0.8368721551	0.4172487864
2574	0.8368195332	0.4172296358
2575	0.8368326887	0.4172060026
2576	0.8368195332	0.4171728255
2577	0.8368458442	0.417138532
2578	0.8368063778	0.417129076
2579	0.8368063778	0.417102223
2580	0.8368326887	0.4170800873
2581	0.8368458442	0.4170623026
2582	0.8367669114	0.4170363227
2583	0.8368063778	0.4169834811
2584	0.8368326887	0.4169519976
2585	0.8368458442	0.4169134094
2586	0.8367669114	0.4168877292
2587	0.8368721551	0.4168086931
2588	0.8368984661	0.4167873891
2589	0.8369773989	0.4167435884
2590	0.8370957981	0.4166784699
2591	0.837174731	0.4166501626
2592	0.83714842	0.4166390092
2593	0.8372141974	0.416606191
2594	0.837372063	0.4165760502
2595	0.8373325966	0.4165523655
2596	0.8373325966	0.4165310166
2597	0.8373062857	0.4164945849
2598	0.8373062857	0.4164684522
2599	0.8373852185	0.4164338518
2600	0.8374246849	0.4164150788
2601	0.8373457521	0.4163306623
2602	0.8375036178	0.4162800436
2603	0.8374378404	0.4162634158
2604	0.837372063	0.4162275957
2605	0.8374115295	0.4161823991
2606	0.8374904623	0.4161548339
2607	0.8374904623	0.4161118399
2608	0.8375430842	0.416083418
2609	0.837622017	0.416035174
2610	0.8375693951	0.4160143597
2611	0.8375693951	0.4159777983
2612	0.8377009498	0.4159492408
2613	0.8376877944	0.4159173005
2614	0.8376877944	0.4158776434
2615	0.8376877944	0.4158361411
2616	0.8377667272	0.4158007581
2617	0.8377667272	0.4157746252
2618	0.8377404162	0.4157342801
2619	0.8377272608	0.4157177939
2620	0.8377798827	0.4157008479
2621	0.8377667272	0.4156926471
2622	0.8377404162	0.4156519959
2623	0.8377930381	0.4156281069
2624	0.8377930381	0.4156111182
2625	0.837871971	0.4155996908
2626	0.837871971	0.4155712463
2627	0.8379114374	0.4155315441
2628	0.8379377483	0.4154972995
2629	0.8379509038	0.4154609249
2630	0.8379509038	0.4154337737
2631	0.8380561476	0.4153862019
2632	0.8380298366	0.415359929
2633	0.8380035257	0.4153187838
2634	0.8380298366	0.4152926186
2635	0.8380824585	0.4152486595
2636	0.8381350804	0.415229355
2637	0.8381087694	0.4151775909
2638	0.8380824585	0.4151381189
2639	0.8380561476	0.4150976011
2640	0.838069303	0.4150097099
2641	0.8381482359	0.4149768107
2642	0.8381613913	0.4149490369
2643	0.8381877023	0.4149247796
2644	0.8381745468	0.414896889
2645	0.8382534796	0.4148691751
2646	0.8382797906	0.4148325254
2647	0.8382534796	0.4148132641
2648	0.8382666351	0.4147747669
2649	0.8382666351	0.4147268467
2650	0.8381482359	0.4146859672
2651	0.8381219249	0.4146679592
2652	0.8381877023	0.414636527
2653	0.8382534796	0.4146018577
2654	0.8382797906	0.414574196
2655	0.8382797906	0.4145267224
2656	0.8383061015	0.4144813792
2657	0.8383850343	0.4144234749
2658	0.8384639672	0.4143766034
2659	0.8385034336	0.4143550777
2660	0.8384639672	0.4143354275
2661	0.8384639672	0.4143063488
2662	0.8384639672	0.4142843959
2663	0.8384376562	0.4142428837
2664	0.8385429	0.4142022557
2665	0.8385692109	0.4141673052
2666	0.8385560555	0.4141167841
2667	0.8385692109	0.4140780026
2668	0.8385955219	0.4140582879
2669	0.8385823664	0.4140397949
2670	0.8386349883	0.4140142245
2671	0.8386744547	0.4139491657
2672	0.8387139211	0.4139151414
2673	0.8386744547	0.4138813169
2674	0.8387007656	0.4138561247
2675	0.8387007656	0.413811852
2676	0.8387270766	0.4137831019
2677	0.8387270766	0.4137579935
2678	0.8387402321	0.4137144274
2679	0.8387139211	0.4136788969
2680	0.8386876102	0.4136457067
2681	0.8387139211	0.4135964776
2682	0.8387796985	0.4135669557
2683	0.8389112532	0.4134892643
2684	0.8388717868	0.4134409207
2685	0.8388980977	0.4134112278
2686	0.8388323204	0.413391203
2687	0.8388323204	0.4133568987
2688	0.8388717868	0.4132750933
2689	0.8388849422	0.4132496891
2690	0.8389638751	0.4131877358
2691	0.8389638751	0.413152803
2692	0.839016497	0.4131164918
2693	0.8390559634	0.4130792345
2694	0.8391217407	0.4130513582
2695	0.8390822743	0.4130175237
2696	0.8390428079	0.4130004212
2697	0.8390954298	0.4129899574
2698	0.8390691188	0.4129524411
2699	0.8391348962	0.4129121084
2700	0.8391217407	0.412870905
2701	0.8391612071	0.4128461657
2702	0.8391480517	0.4128247208
2703	0.8391480517	0.4128110591
2704	0.8391612071	0.4127853196
2705	0.8391085853	0.412765822
2706	0.8392006736	0.4126415641
2707	0.8391875181	0.4126024192
2708	0.8390691188	0.412571235
2709	0.8391743626	0.4125476957
2710	0.8391612071	0.4125135321
2711	0.8391743626	0.4124982363
2712	0.83924014	0.4124542185
2713	0.8392269845	0.4124417195
2714	0.8393716947	0.4124050562
2715	0.8393059173	0.4123766823
2716	0.8393059173	0.4123329542
2717	0.8392927619	0.4123038441
2718	0.8393848502	0.4122591505
2719	0.8393980056	0.4122259107
2720	0.8394111611	0.4121918298
2721	0.8394769385	0.4121530188
2722	0.8395164049	0.4121161648
2723	0.8395295603	0.4120754768
2724	0.8395558713	0.4120262059
2725	0.8396742705	0.4119974186
2726	0.8396742705	0.4119601754
2727	0.8397532034	0.4119261506
2728	0.8397268924	0.4118971001
2729	0.8398058252	0.4118830906
2730	0.8398058252	0.411861558
2731	0.8398058252	0.4118381923
2732	0.8397663588	0.4118262767
2733	0.8397268924	0.4117868742
2734	0.8397137369	0.4117691138
2735	0.8398452917	0.4117343186
2736	0.8398452917	0.4116800726
2737	0.839911069	0.4116519237
2738	0.83993738	0.4116158152
2739	0.8399900018	0.4115284435
2740	0.8399636909	0.4115089753
2741	0.8399242245	0.4114648251
2742	0.8399768464	0.4114425838
2743	0.8399242245	0.4114121484
2744	0.8399505354	0.411384197
2745	0.8400031573	0.411351529
2746	0.8400294683	0.4113216165
2747	0.8399900018	0.4112918535
2748	0.8400163128	0.411260542
2749	0.8399768464	0.4112224747
2750	0.8399636909	0.4111902023
2751	0.8400557792	0.4111519466
2752	0.8400426237	0.4111264828
2753	0.8400294683	0.411100267
2754	0.8400689347	0.411063394
2755	0.8400163128	0.411043379
2756	0.8400294683	0.4109945775
2757	0.8400820901	0.4109582804
2758	0.8402004894	0.410915619
2759	0.840161023	0.4108785583
2760	0.8401741784	0.4108370891
2761	0.8402268003	0.410810723
2762	0.8402662667	0.4107740556
2763	0.8402662667	0.410727718
2764	0.8402794222	0.4107064253
2765	0.8402268003	0.4106704554
2766	0.8402662667	0.4106386363
2767	0.840384666	0.4105938354
2768	0.8404109769	0.4105669629
2769	0.8405030652	0.4105236896
2770	0.8405162207	0.410509565
2771	0.8404767543	0.4104754444
2772	0.8404899098	0.410451278
2773	0.8405162207	0.4104031533
2774	0.8405425316	0.4103839237
2775	0.8405556871	0.4103021038
2776	0.8405688426	0.4102719027
2777	0.8404635988	0.4102310848
2778	0.8404504433	0.4101937506
2779	0.8405425316	0.4101703859
2780	0.8405293762	0.4101411912
2781	0.8405556871	0.4101175307
2782	0.8405030652	0.4100682267
2783	0.8405425316	0.4100291448
2784	0.8405688426	0.4099896057
2785	0.8406346199	0.4099734288
2786	0.8406477754	0.409940922
2787	0.8406214645	0.4099111286
2788	0.8405819981	0.4098866916
2789	0.8406214645	0.4098581349
2790	0.8406346199	0.4098434711
2791	0.8405819981	0.409787497
2792	0.8405951535	0.4097358003
2793	0.8406214645	0.4096837316
2794	0.8407135528	0.4096309351
2795	0.8407530192	0.4096029541
2796	0.8407793301	0.4095747507
2797	0.8408187965	0.4095492498
2798	0.8408845739	0.4094634515
2799	0.8408977294	0.4093272556
2800	0.8409503513	0.4092935999
2801	0.8407793301	0.4092526833
2802	0.8407924856	0.4092318984
2803	0.8408187965	0.4091850753
2804	0.8408451075	0.4091611276
2805	0.8408845739	0.4091309888
2806	0.8409371958	0.40910677
2807	0.8409503513	0.4090700103
2808	0.8410687505	0.4089089914
2809	0.8410424396	0.4088736645
2810	0.8410687505	0.4088492362
2811	0.8410292841	0.4088122695
2812	0.8410029731	0.4087796777
2813	0.8410161286	0.4087493112
2814	0.8411213724	0.4087020843
2815	0.8411082169	0.4086942871
2816	0.8412003052	0.4086578227
2817	0.8412134607	0.4086345332
2818	0.8411213724	0.4086111457
2819	0.8411871497	0.4085886489
2820	0.8412003052	0.4085667336
2821	0.8411871497	0.4085276067
2822	0.8411213724	0.4084997686
2823	0.8411476833	0.4084512706
2824	0.8410950614	0.4084082568
2825	0.841055595	0.408376225
2826	0.8412397716	0.4083140371
2827	0.8412134607	0.4082905961
2828	0.8412923935	0.4082685397
2829	0.8413318599	0.4082566941
2830	0.8413187044	0.4082454115
2831	0.8413450154	0.4082186921
2832	0.8413318599	0.4081536687
2833	0.8414502592	0.408116639
2834	0.8414371037	0.4080825897
2835	0.8414634146	0.4080385421
2836	0.8415555029	0.4079926592
2837	0.8415555029	0.407960685
2838	0.8415555029	0.4079316279
2839	0.8415818139	0.4079107799
2840	0.8416081248	0.4078914321
2841	0.8416344358	0.4078633368
2842	0.8417002131	0.4078043239
2843	0.8418054569	0.4077511318
