iter	Accuracy	MultiClass
3854	0.8578156655	0.3752496165
3855	0.8578551319	0.3752260894
3856	0.8580393085	0.3751336555
3857	0.858078775	0.375087491
3858	0.8581577078	0.3750530708
3859	0.8581971742	0.3750300167
3860	0.8582629516	0.3750108805
3861	0.8582497961	0.3749871211
3862	0.8582629516	0.3749695239
3863	0.8582366406	0.3749309485
3864	0.858276107	0.3748961784
3865	0.8582892625	0.3748776433
3866	0.8583681953	0.3748521426
3867	0.8583550399	0.3748275565
3868	0.8583681953	0.3747741083
3869	0.8584208172	0.3747402744
3870	0.8584734391	0.3747247774
3871	0.8585523719	0.3747013844
3872	0.858526061	0.3746727765
3873	0.858526061	0.3746589518
3874	0.8585786829	0.3746266267
3875	0.8585786829	0.3746083217
3876	0.8585655274	0.3745880065
3877	0.8585523719	0.3745488748
3878	0.8585129055	0.3745224942
3879	0.8585655274	0.3744822359
3880	0.8585129055	0.374462715
3881	0.85849975	0.3744249696
3882	0.8584865946	0.374411283
3883	0.8585523719	0.3743840037
3884	0.8585655274	0.3743375715
3885	0.8586181493	0.3742916362
3886	0.8585655274	0.3742632151
3887	0.8585655274	0.3742226078
3888	0.8586049938	0.3742009054
3889	0.8586444602	0.3741801719
3890	0.8586970821	0.3741413047
3891	0.8587102376	0.3741191796
3892	0.8587233931	0.3740957121
3893	0.8587233931	0.3740723096
3894	0.8587102376	0.3740457702
3895	0.8586444602	0.3740288845
3896	0.8586313048	0.3740069632
3897	0.8586444602	0.3739924149
3898	0.8586444602	0.3739608625
3899	0.858749704	0.373928053
3900	0.858749704	0.3739029387
3901	0.8588023259	0.3738808463
3902	0.858749704	0.3738248196
3903	0.8587233931	0.3737906052
3904	0.8586970821	0.3737799808
3905	0.8586970821	0.3737689114
3906	0.8587102376	0.3737020617
3907	0.8587760149	0.3736805741
3908	0.8587891704	0.3736617537
3909	0.8588681032	0.3736089668
3910	0.8588944142	0.3735967066
3911	0.8589470361	0.3735486482
3912	0.8589865025	0.3734946254
3913	0.8590128134	0.3734593111
3914	0.858973347	0.3734362981
3915	0.8590128134	0.3734278779
3916	0.8589865025	0.3734156837
3917	0.8588812587	0.3733690188
3918	0.858999658	0.3733445211
3919	0.8589865025	0.373310407
3920	0.8590785908	0.3732869899
3921	0.8591180572	0.3732459033
3922	0.8591575236	0.3732226901
3923	0.85919699	0.3731856293
3924	0.8591706791	0.3731530957
3925	0.8591575236	0.3731266317
3926	0.8591312127	0.3730995807
3927	0.8591312127	0.3730680427
3928	0.8591049017	0.3730379597
3929	0.8591180572	0.373002046
3930	0.8591312127	0.3729691645
3931	0.8591838346	0.372942519
3932	0.85919699	0.3729187889
3933	0.8592101455	0.3728916087
3934	0.8592101455	0.3728609733
3935	0.85919699	0.3728473626
3936	0.85919699	0.3728241332
3937	0.8593285447	0.3727844666
3938	0.8592627674	0.3727715571
3939	0.8593022338	0.3727529637
3940	0.8593285447	0.3727272471
3941	0.8592496119	0.37269967
3942	0.8593022338	0.3726780163
3943	0.8593680112	0.3726535552
3944	0.8594732549	0.3726225213
3945	0.8594600995	0.37258964
3946	0.8594995659	0.3725674068
3947	0.8594600995	0.3725320543
3948	0.8595390323	0.3725011878
3949	0.8595784987	0.3724730111
3950	0.8595916542	0.3724402338
3951	0.8595916542	0.3724069376
3952	0.8595784987	0.3723801292
3953	0.8595521878	0.3723574239
3954	0.8595784987	0.372342904
3955	0.8596048096	0.3723131613
3956	0.8596442761	0.3722887084
3957	0.8596968979	0.3722597448
3958	0.8596837425	0.3722368603
3959	0.859670587	0.3721751599
3960	0.8597100534	0.372152086
3961	0.8598021417	0.3721145975
3962	0.8597626753	0.3720817125
3963	0.8598021417	0.3720653596
3964	0.8597363644	0.3720357504
3965	0.8597495198	0.3720228171
3966	0.859670587	0.3720005276
3967	0.8597889862	0.3719652874
3968	0.8597626753	0.3719466514
3969	0.8597363644	0.371919618
3970	0.8597889862	0.3719066931
3971	0.8597495198	0.3718877232
3972	0.8597889862	0.3718783279
3973	0.8597232089	0.3718507852
3974	0.8598021417	0.3718235056
3975	0.8598284527	0.3718000842
3976	0.8598284527	0.3717775326
3977	0.8598810745	0.3717366107
3978	0.8599600074	0.3717133024
3979	0.8599336964	0.3716817955
3980	0.8598679191	0.3716508531
3981	0.8598416081	0.3716323582
3982	0.8598284527	0.3716022659
3983	0.8598547636	0.3715821923
3984	0.8597626753	0.3715554752
3985	0.8598416081	0.3715294155
3986	0.8598284527	0.3715095178
3987	0.8598416081	0.3714858649
3988	0.8599073855	0.3714589915
3989	0.8598679191	0.3714359009
3990	0.8599073855	0.3714123626
3991	0.8598810745	0.3713855003
3992	0.8598547636	0.3713427846
3993	0.859920541	0.3713167323
3994	0.8599468519	0.3712883067
3995	0.8599731628	0.3712555826
3996	0.8600126293	0.3712201079
3997	0.8599600074	0.3711809366
3998	0.8600784066	0.3711137531
3999	0.8600257847	0.3710903656
4000	0.8600652511	0.3710701997
4001	0.8601047176	0.3710565176
4002	0.8601047176	0.3710392999
4003	0.8601704949	0.3710064646
4004	0.8601573394	0.3709755731
4005	0.8601047176	0.3709481727
4006	0.8601704949	0.3709216249
4007	0.8601704949	0.3708979519
4008	0.8602362723	0.3708677532
4009	0.8602494277	0.3708491239
4010	0.8602757387	0.3708188399
4011	0.8603020496	0.3707965885
4012	0.8603546715	0.3707440716
4013	0.860341516	0.3707193596
4014	0.8603809825	0.3706988401
4015	0.860367827	0.3706801015
4016	0.8603809825	0.3706582965
4017	0.8604730708	0.3706288766
4018	0.8604730708	0.3706082774
4019	0.8604730708	0.3705797024
4020	0.8604993817	0.3705567958
4021	0.8604862262	0.3705475988
4022	0.8604599153	0.3705099217
4023	0.8604730708	0.3704481271
4024	0.8605388481	0.3704274499
4025	0.8605125372	0.3704064122
4026	0.8604862262	0.3703487366
4027	0.8605125372	0.370319597
4028	0.8604730708	0.3702754754
4029	0.8605256926	0.3702394858
4030	0.86059147	0.3702083385
4031	0.8606046255	0.3701860582
4032	0.8606440919	0.3701739526
4033	0.8606177809	0.3701377959
4034	0.8606046255	0.3701200662
4035	0.8606440919	0.3701066589
4036	0.8606967138	0.3700642157
4037	0.8607361802	0.3700438748
4038	0.8608019575	0.3700061159
4039	0.8608545794	0.3699770646
4040	0.8608282685	0.3699411595
4041	0.8608282685	0.3699240293
4042	0.8608414239	0.3698997658
4043	0.860815113	0.3698644221
4044	0.8608414239	0.3698345684
4045	0.8608808904	0.3697912848
4046	0.8608677349	0.3697628557
4047	0.8608414239	0.3697376394
4048	0.8608414239	0.3697184191
4049	0.8609335122	0.3696877606
4050	0.8608940458	0.3696613916
4051	0.8609072013	0.3696329524
4052	0.8609466677	0.3696084097
4053	0.8609992896	0.3695876014
4054	0.8610256005	0.3695608429
4055	0.8610124451	0.3695409963
4056	0.8609598232	0.3695022829
4057	0.8609861341	0.3694677751
4058	0.8610256005	0.369450266
4059	0.8610124451	0.3694125493
4060	0.8610913779	0.3693731457
4061	0.8611571553	0.3693529403
4062	0.8611308443	0.3693279012
4063	0.8611703107	0.3692978844
4064	0.8611571553	0.3692917022
4065	0.8611308443	0.3692652051
4066	0.8611439998	0.3692362371
4067	0.8611045334	0.3692260286
4068	0.8611308443	0.3692090455
4069	0.8611834662	0.3691849227
4070	0.8611834662	0.3691733603
4071	0.8612229326	0.3691360422
4072	0.8612492436	0.3691195853
4073	0.8612755545	0.3690852258
4074	0.8613150209	0.3690534674
4075	0.86128871	0.3690183379
4076	0.8612229326	0.3689949568
4077	0.8612360881	0.3689291294
4078	0.8613413319	0.3688536083
4079	0.8613544873	0.3688328912
4080	0.8613281764	0.3687958056
4081	0.8613150209	0.3687754841
4082	0.8613807983	0.3687238305
4083	0.8614071092	0.3687012453
4084	0.8614597311	0.3686610374
4085	0.861486042	0.3686278283
4086	0.8614465756	0.36860047
4087	0.8614202647	0.368568963
4088	0.8614991975	0.3685197286
4089	0.861486042	0.3684934737
4090	0.8614465756	0.3684676799
4091	0.8614597311	0.3684442103
4092	0.8614728866	0.3684221663
4093	0.8614991975	0.3683775737
4094	0.8615518194	0.3683585983
4095	0.8615912858	0.3683342284
4096	0.8616175968	0.3683114693
4097	0.8615912858	0.3682822761
4098	0.8615255085	0.3682597262
4099	0.8616044413	0.3682334285
4100	0.8616439077	0.3682170687
4101	0.8616307522	0.3682044417
4102	0.8616702186	0.3681796737
4103	0.8616307522	0.3681534314
4104	0.8616175968	0.3681225793
4105	0.8616439077	0.3680955841
4106	0.8616570632	0.3680776937
4107	0.8616702186	0.3680590079
4108	0.8616702186	0.3680353695
4109	0.8616833741	0.3680027803
4110	0.8616439077	0.367971412
4111	0.8617096851	0.3679387152
4112	0.861735996	0.3678971511
4113	0.8618149288	0.3678674079
4114	0.8618017734	0.3678190593
4115	0.8618017734	0.3678059179
4116	0.8617886179	0.3677818123
4117	0.8618807062	0.3677221745
4118	0.8618280843	0.3676942537
4119	0.8618543952	0.3676735688
4120	0.8617623069	0.3676394925
4121	0.8617886179	0.3676260345
4122	0.8618280843	0.3675996651
4123	0.8618280843	0.3675816678
4124	0.8618807062	0.3675623934
4125	0.8619070171	0.3675353478
4126	0.8619070171	0.3675204285
4127	0.8619464835	0.3675026381
4128	0.86198595	0.3674726187
4129	0.8621569711	0.3674275508
4130	0.8621043492	0.3673737404
4131	0.8621306601	0.3673331928
4132	0.862183282	0.3673126933
4133	0.8621569711	0.3672803879
4134	0.8621964375	0.3672477723
4135	0.8622490594	0.3672072001
4136	0.8622359039	0.3671837944
4137	0.8622622149	0.3671569926
4138	0.8623279922	0.3671271833
4139	0.8623543032	0.367107238
4140	0.8623543032	0.3670787022
4141	0.8624727024	0.3670541783
4142	0.8624200805	0.3670108877
4143	0.8624463915	0.3669911299
4144	0.8624990133	0.3669668432
4145	0.8625384798	0.3669409912
4146	0.8625121688	0.3669220455
4147	0.8625384798	0.3668921181
4148	0.8626042571	0.366869398
4149	0.8626042571	0.3668482315
4150	0.8626174126	0.3668239235
4151	0.8626437235	0.3668055041
4152	0.8626700345	0.3667731268
4153	0.8626437235	0.366747034
4154	0.8626437235	0.3667311765
4155	0.8626305681	0.3666972357
4156	0.862656879	0.3666770656
4157	0.8628015892	0.3666351166
4158	0.8627884337	0.3665960224
4159	0.8628410556	0.366564668
4160	0.862880522	0.3665240388
4161	0.862880522	0.366513226
4162	0.8628936775	0.3664871696
4163	0.8629594548	0.3664604859
4164	0.8629331439	0.3664428551
4165	0.8629594548	0.3664210689
4166	0.8629594548	0.366399511
4167	0.8630383877	0.3663321781
4168	0.8630778541	0.3663045638
4169	0.8630383877	0.3662783511
4170	0.863104165	0.366261267
4171	0.8630383877	0.3662364607
4172	0.8631173205	0.3661964496
4173	0.8630910096	0.3661779309
4174	0.8631962533	0.3661484705
4175	0.8631962533	0.3661217905
4176	0.8632094088	0.3661092055
4177	0.8632488752	0.366095058
4178	0.8633014971	0.3660490937
4179	0.8633014971	0.3660273676
4180	0.8632488752	0.3659961388
4181	0.8632620307	0.3659833604
4182	0.8632225643	0.3659574007
4183	0.8632094088	0.3659418203
4184	0.8632225643	0.3659206078
4185	0.8632357197	0.3658969813
4186	0.8632488752	0.3658724782
4187	0.8632751861	0.365859769
4188	0.8632620307	0.3658410893
4189	0.8632488752	0.3658275373
4190	0.8632357197	0.3657963539
4191	0.8632357197	0.3657710381
4192	0.8632751861	0.3657311102
4193	0.863327808	0.365693845
4194	0.8633672744	0.3656621438
4195	0.8634067409	0.3656387909
4196	0.8633672744	0.3656205209
4197	0.8633935854	0.365586806
4198	0.8633672744	0.3655607908
4199	0.8633672744	0.3655426327
4200	0.8633672744	0.3655242812
4201	0.8633672744	0.3654904246
4202	0.863327808	0.3654657627
4203	0.863327808	0.3654381739
4204	0.8633146526	0.3654259912
4205	0.8633672744	0.3653885529
4206	0.863354119	0.3653720779
4207	0.8633409635	0.3653570616
4208	0.8634198963	0.3653304312
4209	0.8634067409	0.3653189712
4210	0.8633935854	0.365305496
4211	0.8633935854	0.3652792901
4212	0.8635119846	0.3652448061
4213	0.8634856737	0.3652283911
4214	0.8634856737	0.3651968706
4215	0.8634462073	0.3651576252
4216	0.8634462073	0.3651415081
4217	0.8634330518	0.3651194891
4218	0.8633935854	0.3651009522
4219	0.8634725182	0.3650821624
4220	0.8634462073	0.3650593896
4221	0.8634067409	0.3650375705
4222	0.8634067409	0.3650013746
4223	0.8635119846	0.3649720935
4224	0.8636040729	0.3649313996
4225	0.8636172284	0.3649071803
4226	0.8636830058	0.3648777435
4227	0.8636830058	0.3648539153
4228	0.8636303839	0.364796215
4229	0.8636698503	0.3647792303
4230	0.8635909175	0.3647355204
4231	0.863551451	0.3646885622
4232	0.8637093167	0.3645989897
4233	0.8636961612	0.3645708313
4234	0.8636961612	0.364541071
4235	0.8636566948	0.364507636
4236	0.8637224722	0.3644791155
4237	0.8637356276	0.3644627403
4238	0.8637619386	0.3644414162
4239	0.8638145605	0.3644175223
4240	0.8638408714	0.364408161
4241	0.8638803378	0.3643845876
4242	0.8639066488	0.364368181
4243	0.8639329597	0.3643354132
4244	0.8639987371	0.3643075198
4245	0.8639855816	0.364257993
4246	0.8640645144	0.3642189765
4247	0.8640382035	0.3641990069
4248	0.8641829137	0.3641052386
4249	0.8640908254	0.3640788323
4250	0.8641697582	0.3640490913
4251	0.864248691	0.3640004923
4252	0.8641960691	0.3639672621
4253	0.8641829137	0.3639429459
4254	0.8641960691	0.3639032175
4255	0.8642355356	0.3638738271
4256	0.8642223801	0.3638434802
4257	0.8642092246	0.3638176637
4258	0.8642355356	0.3638004502
4259	0.8642355356	0.3637766411
4260	0.8643144684	0.3637596828
4261	0.8643276239	0.3637245557
4262	0.8643144684	0.3636980983
4263	0.8641829137	0.3636702194
4264	0.8643276239	0.3636498198
4265	0.8643144684	0.3636300151
4266	0.8643013129	0.3635982737
4267	0.8643276239	0.3635553967
4268	0.8644065567	0.3635315675
4269	0.8644065567	0.3635118751
4270	0.8643934012	0.3634863321
4271	0.8644591786	0.3634462978
4272	0.864472334	0.3634250616
4273	0.8645118005	0.3634010092
4274	0.8645249559	0.3633530491
4275	0.8644854895	0.3633381975
4276	0.8644460231	0.3633151218
4277	0.864498645	0.3632921875
4278	0.864498645	0.3632640816
4279	0.8645381114	0.3632248383
4280	0.8645644223	0.363194016
4281	0.8645907333	0.3631712094
4282	0.8645775778	0.3631565832
4283	0.8646433552	0.3631261779
4284	0.8646828216	0.3631130364
4285	0.8646565106	0.3631034826
4286	0.8646696661	0.3630717348
4287	0.8646959771	0.3630362518
4288	0.8646828216	0.3630110338
4289	0.8647091325	0.3629910681
4290	0.8646301997	0.362967542
4291	0.8646696661	0.3629547928
4292	0.8646828216	0.3629444976
4293	0.8646828216	0.3629238513
4294	0.8646696661	0.3628982967
4295	0.8646696661	0.3628582727
4296	0.8646959771	0.3628325595
4297	0.864722288	0.3628208901
4298	0.8647485989	0.3628026076
4299	0.8647880654	0.3627742406
4300	0.8648143763	0.3627515552
4301	0.8648143763	0.3627298738
4302	0.8648012208	0.3626950418
4303	0.8647880654	0.3626795067
4304	0.8647749099	0.3626526768
4305	0.8648275318	0.3626210969
4306	0.8648275318	0.3625945046
4307	0.8647880654	0.3625609918
4308	0.8648143763	0.362515426
4309	0.8648406872	0.3624812771
4310	0.8648933091	0.3624292771
4311	0.8649196201	0.3623936971
4312	0.8649327755	0.3623689791
4313	0.8649327755	0.3623344676
4314	0.8649196201	0.3623031876
4315	0.864945931	0.3622883391
4316	0.8650117084	0.3622689697
4317	0.864945931	0.3622485229
4318	0.8649853974	0.3622265125
4319	0.8650117084	0.3621955519
4320	0.8650248638	0.362180218
4321	0.8650511748	0.3621650253
4322	0.8650906412	0.3621388193
4323	0.8651037967	0.3621146937
4324	0.8650906412	0.3620929755
4325	0.8651037967	0.362060379
4326	0.8651037967	0.3620249834
4327	0.8650117084	0.3619746338
4328	0.8650643303	0.3619401395
4329	0.8650774857	0.3619101747
4330	0.8650643303	0.3618790004
4331	0.8651827295	0.3618591356
4332	0.8651301076	0.3618231201
4333	0.8651827295	0.3617834319
4334	0.8652485069	0.36172076
4335	0.8652616623	0.3617058783
4336	0.8652485069	0.3616602312
4337	0.8652090404	0.3616208886
4338	0.8652485069	0.361603963
4339	0.8652353514	0.3615931467
4340	0.8653011287	0.3615682104
4341	0.8652748178	0.3615386655
4342	0.8653142842	0.3615287384
4343	0.8653537506	0.3615106963
4344	0.8653142842	0.3615030971
4345	0.8653537506	0.3614757126
4346	0.8653537506	0.3614395244
4347	0.8654589944	0.3614191365
4348	0.8654721499	0.3613863487
4349	0.8653537506	0.3613192649
4350	0.8654458389	0.3612979445
4351	0.8654326835	0.361290258
4352	0.8654326835	0.3612777534
4353	0.8654589944	0.3612432478
4354	0.8654984608	0.3612151261
4355	0.8655247718	0.3611976046
4356	0.8655773936	0.3611725128
4357	0.8656168601	0.361151162
4358	0.8656037046	0.3611267511
4359	0.8656694819	0.3610761301
4360	0.865643171	0.3610648671
4361	0.8657221038	0.3610405535
4362	0.8656563265	0.3610204803
4363	0.8657352593	0.360994532
4364	0.8657089484	0.3609795546
4365	0.8657089484	0.3609547321
4366	0.8657352593	0.3609340836
4367	0.8657221038	0.360907506
4368	0.8656957929	0.3608704369
4369	0.865643171	0.3608478483
4370	0.8656694819	0.3607728779
4371	0.8656957929	0.3607507264
4372	0.8657089484	0.360731758
4373	0.8656826374	0.3607246049
4374	0.8656957929	0.3606952105
4375	0.8657484148	0.3606766759
4376	0.8657615702	0.3606618701
4377	0.8658010367	0.3606296266
4378	0.8658536585	0.3605810873
4379	0.8659457468	0.3605647204
4380	0.8659325914	0.3605478981
4381	0.8659457468	0.3605301513
4382	0.8659852133	0.3604996363
4383	0.8659194359	0.3604686202
4384	0.8659457468	0.3604406223
4385	0.8660378351	0.3604195033
4386	0.8660246797	0.3603990424
4387	0.866090457	0.3603818641
4388	0.8660246797	0.3603574137
4389	0.8660246797	0.3603342631
4390	0.8659983687	0.3603142761
4391	0.8661036125	0.3602948017
4392	0.866116768	0.3602849184
4393	0.8661430789	0.3602436057
4394	0.8661693898	0.3602340571
4395	0.8662351672	0.3602062838
4396	0.8662088563	0.3601789661
4397	0.8662220117	0.360146809
4398	0.8661299234	0.3601204631
4399	0.8662351672	0.3599934848
4400	0.8662088563	0.3599650236
4401	0.8662220117	0.3599457224
4402	0.8662351672	0.359937266
4403	0.8662483227	0.3599104885
4404	0.8662088563	0.3598826154
4405	0.8662351672	0.3598683545
4406	0.8662746336	0.3598543193
4407	0.8663667219	0.3598114984
4408	0.866340411	0.3597875954
4409	0.8663535664	0.3597633686
4410	0.866340411	0.3597393997
4411	0.8663535664	0.3597246926
4412	0.8664456547	0.3596886823
4413	0.8664193438	0.359666648
4414	0.8664456547	0.3596509304
4415	0.8664324993	0.3596156632
4416	0.8664588102	0.3596013101
4417	0.8665245876	0.3595702974
4418	0.866537743	0.3595541565
4419	0.8665245876	0.3595298207
4420	0.8665114321	0.3594731281
4421	0.8665114321	0.3594544647
4422	0.8666166759	0.3594142973
4423	0.8665903649	0.3593880248
4424	0.8666298313	0.359352885
4425	0.8666429868	0.3593138748
4426	0.8666298313	0.3592927913
4427	0.8666035204	0.3592625442
4428	0.8666166759	0.3592206658
4429	0.866564054	0.3591839597
4430	0.8665508985	0.3591441442
4431	0.8666298313	0.3591278933
4432	0.8667087642	0.3590953725
4433	0.8667087642	0.3590650542
4434	0.8667350751	0.3590506617
4435	0.8668534744	0.3590212584
4436	0.8668666298	0.358982873
4437	0.8669060962	0.3589677986
4438	0.8669981845	0.3589287825
4439	0.8669192517	0.3589101458
4440	0.8669587181	0.3588690478
4441	0.8670244955	0.3588576642
4442	0.8671165838	0.3588174719
4443	0.8670771174	0.3588009055
4444	0.8670639619	0.3587747722
4445	0.86701134	0.3587434859
4446	0.8669981845	0.3587059894
4447	0.8670244955	0.3586933265
4448	0.8670771174	0.3586573985
4449	0.8671297393	0.3586340667
4450	0.8671034283	0.3586102245
4451	0.8671428947	0.3585895528
4452	0.8671560502	0.358562776
4453	0.8671165838	0.3585043575
4454	0.8671823611	0.3584643282
4455	0.8671428947	0.3584401753
4456	0.8671955166	0.3584015429
4457	0.8671955166	0.3583650059
4458	0.8671692057	0.3583355603
4459	0.8672086721	0.3583253789
4460	0.8671955166	0.3582992769
4461	0.8672218276	0.3582792235
4462	0.8671955166	0.3582644499
4463	0.8672218276	0.3582381983
4464	0.8672086721	0.3582152084
4465	0.8672218276	0.3582015999
4466	0.867234983	0.3581706135
4467	0.8673270713	0.3581436788
4468	0.867261294	0.3581222828
4469	0.8672744494	0.3581049633
4470	0.8673139159	0.3580802561
4471	0.8672876049	0.3580537986
4472	0.8672481385	0.3580094327
4473	0.8672086721	0.3579713062
4474	0.867261294	0.35794576
4475	0.8673402268	0.3579209915
4476	0.8673270713	0.3578915884
4477	0.8673928487	0.357883078
4478	0.8673796932	0.3578497117
4479	0.8673665377	0.3578332926
4480	0.8673007604	0.3578074656
4481	0.8672481385	0.3577832397
4482	0.867261294	0.3577548651
4483	0.8672876049	0.3577506585
4484	0.8673533823	0.3577226658
4485	0.8673402268	0.357699097
4486	0.8673796932	0.3576599233
4487	0.8674717815	0.3576313374
4488	0.8674717815	0.3575576284
4489	0.867458626	0.3575315128
4490	0.8675112479	0.3574914592
4491	0.8675112479	0.3574362904
4492	0.867458626	0.357416494
4493	0.867484937	0.3573805817
4494	0.8674980925	0.357371938
4495	0.867484937	0.3573348578
4496	0.8674980925	0.3573160772
4497	0.8674980925	0.3572732225
4498	0.8674717815	0.3572598042
4499	0.867458626	0.3572325682
4500	0.867458626	0.357195442
4501	0.8675638698	0.3571684282
4502	0.8675507143	0.3571462375
4503	0.8676691136	0.3570942971
4504	0.8676822691	0.3570730918
4505	0.8676954245	0.3570419529
4506	0.8676954245	0.3570234608
4507	0.86770858	0.357001459
4508	0.8677743574	0.3569541569
4509	0.8677875128	0.3569370711
4510	0.8678269792	0.3569191718
4511	0.8678269792	0.3569064813
4512	0.8677875128	0.3568703114
4513	0.8677348909	0.3568179349
4514	0.8677217355	0.3567837891
4515	0.8676954245	0.3567665081
4516	0.8676559581	0.3567312842
4517	0.8677348909	0.3567082185
4518	0.8676954245	0.3566859616
4519	0.8676954245	0.3566637447
4520	0.8676822691	0.3566373116
4521	0.8676691136	0.3566272858
4522	0.86770858	0.3565853558
4523	0.8677612019	0.3565539683
4524	0.8677480464	0.3565248067
4525	0.8678138238	0.3565041762
4526	0.8678269792	0.3564649007
4527	0.8678269792	0.3564489834
4528	0.8678532902	0.3564246859
4529	0.8678401347	0.3563959959
4530	0.8679059121	0.3563705543
4531	0.8678269792	0.3563216604
4532	0.8678138238	0.3563057955
4533	0.8678006683	0.3562844118
4534	0.8678796011	0.3562616639
4535	0.8678664457	0.3562419703
4536	0.8679453785	0.356217007
4537	0.8679716894	0.3562041592
4538	0.8679716894	0.3561661317
4539	0.8679716894	0.3561432555
4540	0.8680769332	0.3561217741
4541	0.8681295551	0.3560778914
4542	0.8682084879	0.3560386435
4543	0.8682347989	0.3560133892
4544	0.8682874207	0.3559945436
4545	0.8683268872	0.3559778771
4546	0.8683005762	0.3559495948
4547	0.8681953324	0.3559112804
4548	0.8682347989	0.3558767933
4549	0.8682874207	0.3558442903
4550	0.8682874207	0.35582131
4551	0.8682874207	0.3558014415
4552	0.8683005762	0.3557656904
4553	0.8683531981	0.3557337695
4554	0.8683268872	0.3557130374
4555	0.8683400426	0.3556969632
4556	0.8682611098	0.3556788231
4557	0.8683137317	0.3556430136
4558	0.8683268872	0.3556045651
4559	0.8683137317	0.3555773299
4560	0.8683926645	0.3555428624
4561	0.8683663536	0.3555227023
4562	0.8684321309	0.3555096222
4563	0.8684979083	0.3554981712
4564	0.8684979083	0.3554638054
4565	0.8685110638	0.3554315422
4566	0.8685768411	0.3554018455
4567	0.8685505302	0.3553741163
4568	0.8684979083	0.3553571776
4569	0.8684979083	0.3553423027
4570	0.8684979083	0.3553177185
4571	0.8685899966	0.3552982441
4572	0.8685768411	0.3552730222
4573	0.8685110638	0.3552549793
4574	0.8685242192	0.3552451056
4575	0.8685505302	0.3552138379
4576	0.868629463	0.3551838984
4577	0.8686952404	0.3551613981
4578	0.8686820849	0.355127216
4579	0.8687083958	0.3550942106
4580	0.8687478622	0.3550826984
4581	0.8687741732	0.3550569432
4582	0.8687741732	0.3550388962
4583	0.8687610177	0.3550157642
4584	0.8688136396	0.354998711
4585	0.8688136396	0.3549646503
4586	0.8688662615	0.3549383715
4587	0.8688794169	0.3549067605
4588	0.8689188834	0.3548781699
4589	0.8688794169	0.3548672318
4590	0.8689320388	0.3548486628
4591	0.8688399505	0.3548128112
4592	0.8688004841	0.3547894991
4593	0.8688004841	0.3547637251
4594	0.8688267951	0.3547486624
4595	0.8688662615	0.3547261388
4596	0.8689715052	0.3546689027
4597	0.8689451943	0.3546451825
4598	0.8689846607	0.3546252498
4599	0.8689715052	0.3546075726
4600	0.8690109717	0.354587668
4601	0.8690635935	0.3545603005
4602	0.86910306	0.3545468288
4603	0.8691688373	0.354526431
4604	0.8691293709	0.3545062723
4605	0.8692214592	0.3544497533
4606	0.8692477701	0.3544241221
4607	0.8692872366	0.3544111733
4608	0.8693530139	0.3543907138
4609	0.8693135475	0.3543686432
4610	0.8692872366	0.3543244491
4611	0.8692477701	0.3543022067
4612	0.8692609256	0.3542795431
4613	0.869326703	0.3542625337
4614	0.869300392	0.3542496985
4615	0.869300392	0.3542295205
4616	0.8693530139	0.354201774
4617	0.8693793249	0.3541523235
4618	0.8694451022	0.3541341216
4619	0.8694319467	0.3540944593
4620	0.8694845686	0.3540632089
4621	0.8694319467	0.3540453475
4622	0.8694319467	0.3540203816
4623	0.8694187913	0.3539969342
4624	0.8694582577	0.3539702066
4625	0.8694582577	0.3539578039
4626	0.8694845686	0.3539373244
4627	0.8695371905	0.3539035117
4628	0.8695635015	0.3538833504
4629	0.8695766569	0.3538662292
4630	0.869550346	0.3538385467
4631	0.8695371905	0.3538128907
4632	0.8695108796	0.3537827094
4633	0.8695108796	0.3537696165
4634	0.8695108796	0.3537544995
4635	0.869550346	0.3537332037
4636	0.869550346	0.3537072012
4637	0.8694977241	0.3536945962
4638	0.8695108796	0.3536541398
4639	0.869550346	0.3536357628
4640	0.8695371905	0.3536036715
4641	0.8695766569	0.3535808182
4642	0.8696029679	0.3535669957
4643	0.8695766569	0.3535362206
4644	0.869550346	0.3535139342
4645	0.8695635015	0.3534708306
4646	0.8696029679	0.3534502769
4647	0.869524035	0.353430619
4648	0.8695108796	0.3534252066
4649	0.869524035	0.3533836586
4650	0.8696161233	0.3533583695
4651	0.8696819007	0.3533338382
4652	0.8696687452	0.3533250834
4653	0.8696687452	0.3533078892
4654	0.8696555898	0.3532824832
4655	0.8696161233	0.3532622393
4656	0.8696292788	0.3532457577
4657	0.8697082116	0.3532147334
4658	0.8696819007	0.3531622892
4659	0.8697082116	0.3531286707
4660	0.8697608335	0.3531102754
4661	0.8698002999	0.3530831789
4662	0.8697871445	0.3530724667
4663	0.8698134554	0.3530528815
4664	0.8698266109	0.3530325727
4665	0.8698923882	0.3529995158
4666	0.8699186992	0.3529666663
4667	0.8699450101	0.3529484237
4668	0.8699844765	0.3529148716
4669	0.8699713211	0.3528933317
4670	0.8700370984	0.3528682191
4671	0.8701028758	0.3528397263
4672	0.8700502539	0.3528118285
4673	0.8700765648	0.352766519
4674	0.8701028758	0.3527364731
4675	0.8701160313	0.3527244086
4676	0.8701160313	0.352703623
4677	0.8701291867	0.3526804634
4678	0.8701554977	0.3526535897
4679	0.8701423422	0.3526300571
4680	0.870221275	0.3525966404
4681	0.8702607414	0.3525759052
4682	0.8702870524	0.3525504067
4683	0.8702344305	0.352529823
4684	0.8702738969	0.3525086091
