iter	Passed	Remaining
1499	303942	1317085
1500	304071	1316561
1501	304233	1316183
1502	304361	1315661
1503	304496	1315166
1504	304611	1314585
1505	304732	1314031
1506	304860	1313510
1507	304993	1313011
1508	305098	1312388
1509	305216	1311825
1510	305333	1311258
1511	305456	1310715
1512	305550	1310050
1513	305656	1309439
1514	305781	1308905
1515	305908	1308384
1516	306055	1307946
1517	306218	1307582
1518	306358	1307116
1519	306488	1306610
1520	306609	1306062
1521	306720	1305476
1522	306851	1304973
1523	306988	1304499
1524	307094	1303892
1525	307199	1303284
1526	307311	1302702
1527	307425	1302134
1528	307539	1301561
1529	307657	1301011
1530	307773	1300447
1531	307913	1299990
1532	308034	1299451
1533	308141	1298856
1534	308251	1298271
1535	308373	1297739
1536	308472	1297111
1537	308579	1296515
1538	308677	1295884
1539	308811	1295402
1540	308925	1294838
1541	309033	1294255
1542	309151	1293709
1543	309278	1293200
1544	309405	1292695
1545	309538	1292214
1546	309676	1291755
1547	309822	1291328
1548	309958	1290860
1549	310089	1290371
1550	310206	1289825
1551	310317	1289258
1552	310427	1288682
1553	310579	1288283
1554	310722	1287849
1555	310875	1287455
1556	310993	1286919
1557	311136	1286484
1558	311246	1285914
1559	311383	1285455
1560	311527	1285023
1561	311634	1284442
1562	311759	1283938
1563	311898	1283488
1564	312025	1282993
1565	312144	1282465
1566	312261	1281924
1567	312371	1281361
1568	312492	1280840
1569	312613	1280320
1570	312736	1279811
1571	312853	1279274
1572	312977	1278772
1573	313105	1278280
1574	313234	1277797
1575	313359	1277296
1576	313483	1276793
1577	313606	1276286
1578	313720	1275744
1579	313825	1275164
1580	313939	1274623
1581	314069	1274146
1582	314176	1273576
1583	314304	1273093
1584	314439	1272636
1585	314570	1272165
1586	314682	1271618
1587	314798	1271088
1588	314925	1270601
1589	315051	1270113
1590	315181	1269639
1591	315320	1269202
1592	315452	1268742
1593	315571	1268225
1594	315713	1267802
1595	315827	1267268
1596	315949	1266764
1597	316073	1266273
1598	316197	1265779
1599	316329	1265316
1600	316470	1264893
1601	316585	1264363
1602	316702	1263848
1603	316827	1263360
1604	316951	1262868
1605	317073	1262372
1606	317206	1261917
1607	317315	1261368
1608	317429	1260840
1609	317544	1260314
1610	317717	1260021
1611	317836	1259517
1612	317986	1259130
1613	318100	1258606
1614	318202	1258033
1615	318345	1257621
1616	318481	1257184
1617	318619	1256756
1618	318759	1256335
1619	318856	1255742
1620	318982	1255267
1621	319109	1254795
1622	319241	1254345
1623	319369	1253877
1624	319509	1253461
1625	319647	1253035
1626	319766	1252532
1627	319891	1252056
1628	320034	1251650
1629	320145	1251119
1630	320284	1250700
1631	320394	1250166
1632	320538	1249765
1633	320661	1249283
1634	320791	1248828
1635	320915	1248353
1636	321035	1247859
1637	321164	1247404
1638	321290	1246935
1639	321425	1246504
1640	321559	1246069
1641	321680	1245583
1642	321806	1245115
1643	321941	1244682
1644	322080	1244266
1645	322190	1243742
1646	322321	1243297
1647	322471	1242926
1648	322598	1242464
1649	322717	1241974
1650	322850	1241537
1651	322968	1241042
1652	323092	1240573
1653	323244	1240211
1654	323346	1239656
1655	323478	1239219
1656	323610	1238780
1657	323706	1238205
1658	323838	1237769
1659	323948	1237250
1660	324050	1236699
1661	324193	1236306
1662	324319	1235846
1663	324456	1235429
1664	324575	1234945
1665	324701	1234487
1666	324823	1234016
1667	324941	1233530
1668	325053	1233020
1669	325168	1232526
1670	325295	1232075
1671	325427	1231641
1672	325532	1231107
1673	325650	1230624
1674	325781	1230189
1675	325913	1229759
1676	326042	1229319
1677	326184	1228927
1678	326316	1228498
1679	326439	1228032
1680	326552	1227533
1681	326655	1226997
1682	326782	1226548
1683	326900	1226071
1684	327030	1225636
1685	327184	1225290
1686	327318	1224873
1687	327440	1224409
1688	327571	1223980
1689	327682	1223478
1690	327807	1223027
1691	327907	1222481
1692	328019	1221983
1693	328154	1221572
1694	328279	1221123
1695	328409	1220693
1696	328529	1220224
1697	328653	1219773
1698	328769	1219289
1699	328893	1218839
1700	329025	1218419
1701	329142	1217943
1702	329270	1217507
1703	329393	1217053
1704	329537	1216679
1705	329665	1216244
1706	329793	1215812
1707	329917	1215361
1708	330047	1214938
1709	330166	1214471
1710	330278	1213981
1711	330394	1213504
1712	330503	1213003
1713	330621	1212536
1714	330739	1212068
1715	330871	1211654
1716	331008	1211255
1717	331141	1210843
1718	331293	1210503
1719	331431	1210110
1720	331554	1209662
1721	331698	1209292
1722	331842	1208923
1723	331958	1208453
1724	332078	1207994
1725	332200	1207546
1726	332336	1207150
1727	332479	1206776
1728	332589	1206284
1729	332727	1205896
1730	332864	1205502
1731	332972	1205007
1732	333124	1204667
1733	333231	1204168
1734	333350	1203712
1735	333459	1203221
1736	333591	1202813
1737	333745	1202482
1738	333877	1202075
1739	334001	1201636
1740	334117	1201172
1741	334253	1200779
1742	334388	1200384
1743	334523	1199987
1744	334667	1199623
1745	334795	1199204
1746	334912	1198746
1747	335038	1198317
1748	335168	1197907
1749	335289	1197461
1750	335415	1197037
1751	335567	1196704
1752	335698	1196296
1753	335813	1195833
1754	335931	1195381
1755	336037	1194883
1756	336167	1194475
1757	336278	1193999
1758	336410	1193598
1759	336549	1193221
1760	336672	1192788
1761	336826	1192465
1762	336973	1192117
1763	337097	1191689
1764	337217	1191247
1765	337326	1190765
1766	337468	1190403
1767	337610	1190039
1768	337727	1189588
1769	337876	1189250
1770	338013	1188868
1771	338152	1188494
1772	338292	1188124
1773	338410	1187679
1774	338544	1187288
1775	338640	1186766
1776	338762	1186335
1777	338880	1185892
1778	338998	1185446
1779	339124	1185028
1780	339256	1184634
1781	339389	1184244
1782	339505	1183795
1783	339642	1183418
1784	339820	1183185
1785	339965	1182834
1786	340120	1182522
1787	340241	1182091
1788	340402	1181798
1789	340551	1181466
1790	340714	1181182
1791	340824	1180713
1792	340983	1180413
1793	341122	1180046
1794	341257	1179665
1795	341394	1179293
1796	341516	1178868
1797	341641	1178454
1798	341774	1178068
1799	341916	1177713
1800	342060	1177364
1801	342180	1176932
1802	342313	1176549
1803	342437	1176131
1804	342564	1175727
1805	342686	1175304
1806	342811	1174892
1807	342941	1174500
1808	343070	1174102
1809	343183	1173649
1810	343295	1173195
1811	343416	1172770
1812	343552	1172399
1813	343679	1171997
1814	343795	1171557
1815	343912	1171120
1816	344015	1170636
1817	344123	1170172
1818	344241	1169738
1819	344365	1169327
1820	344503	1168964
1821	344627	1168556
1822	344758	1168170
1823	344878	1167745
1824	344994	1167309
1825	345109	1166869
1826	345249	1166514
1827	345376	1166118
1828	345534	1165824
1829	345682	1165496
1830	345847	1165228
1831	345956	1164772
1832	346092	1164403
1833	346217	1164000
1834	346336	1163575
1835	346458	1163165
1836	346589	1162780
1837	346704	1162347
1838	346814	1161893
1839	346938	1161491
1840	347058	1161072
1841	347179	1160659
1842	347313	1160288
1843	347440	1159892
1844	347558	1159471
1845	347671	1159028
1846	347812	1158685
1847	347938	1158289
1848	348075	1157931
1849	348201	1157535
1850	348324	1157129
1851	348443	1156713
1852	348570	1156322
1853	348694	1155920
1854	348802	1155467
1855	348936	1155098
1856	349066	1154719
1857	349183	1154297
1858	349309	1153906
1859	349435	1153514
1860	349577	1153172
1861	349708	1152799
1862	349827	1152385
1863	349931	1151921
1864	350046	1151491
1865	350151	1151032
1866	350285	1150670
1867	350412	1150283
1868	350553	1149942
1869	350682	1149562
1870	350815	1149198
1871	350940	1148803
1872	351051	1148368
1873	351184	1148001
1874	351321	1147650
1875	351435	1147223
1876	351574	1146879
1877	351706	1146510
1878	351813	1146063
1879	351945	1145693
1880	352077	1145328
1881	352230	1145029
1882	352370	1144688
1883	352488	1144279
1884	352603	1143858
1885	352722	1143450
1886	352835	1143022
1887	352935	1142555
1888	353061	1142170
1889	353182	1141769
1890	353314	1141405
1891	353440	1141022
1892	353583	1140695
1893	353710	1140313
1894	353833	1139924
1895	353950	1139511
1896	354077	1139133
1897	354204	1138754
1898	354325	1138356
1899	354443	1137951
1900	354568	1137565
1901	354702	1137210
1902	354819	1136800
1903	354959	1136465
1904	355092	1136110
1905	355227	1135758
1906	355378	1135458
1907	355535	1135178
1908	355655	1134781
1909	355789	1134427
1910	355915	1134048
1911	356051	1133704
1912	356210	1133431
1913	356312	1132975
1914	356448	1132630
1915	356591	1132308
1916	356728	1131965
1917	356871	1131644
1918	356962	1131157
1919	357083	1130763
1920	357214	1130404
1921	357317	1129954
1922	357423	1129517
1923	357536	1129100
1924	357655	1128704
1925	357789	1128355
1926	357911	1127969
1927	358058	1127661
1928	358195	1127323
1929	358343	1127018
1930	358464	1126629
1931	358603	1126296
1932	358718	1125889
1933	358857	1125557
1934	358993	1125218
1935	359103	1124796
1936	359237	1124449
1937	359366	1124085
1938	359496	1123727
1939	359629	1123377
1940	359764	1123037
1941	359874	1122615
1942	360002	1122251
1943	360146	1121937
1944	360281	1121596
1945	360402	1121211
1946	360518	1120810
1947	360672	1120529
1948	360817	1120217
1949	360971	1119938
1950	361093	1119557
1951	361227	1119211
1952	361344	1118815
1953	361471	1118452
1954	361602	1118101
1955	361731	1117744
1956	361865	1117399
1957	361999	1117057
1958	362116	1116665
1959	362242	1116297
1960	362376	1115957
1961	362508	1115610
1962	362659	1115321
1963	362799	1114998
1964	362914	1114601
1965	363041	1114238
1966	363151	1113823
1967	363277	1113460
1968	363410	1113117
1969	363547	1112787
1970	363684	1112457
1971	363812	1112100
1972	363930	1111711
1973	364071	1111395
1974	364200	1111041
1975	364333	1110702
1976	364470	1110373
1977	364595	1110005
1978	364722	1109649
1979	364859	1109320
1980	364993	1108981
1981	365129	1108652
1982	365237	1108237
1983	365363	1107875
1984	365470	1107458
1985	365577	1107042
1986	365694	1106655
1987	365828	1106317
1988	365959	1105974
1989	366097	1105652
1990	366228	1105306
1991	366357	1104959
1992	366485	1104605
1993	366612	1104249
1994	366740	1103897
1995	366874	1103564
1996	366992	1103182
1997	367129	1102858
1998	367256	1102505
1999	367393	1102179
2000	367512	1101801
2001	367643	1101461
2002	367759	1101074
2003	367892	1100740
2004	368014	1100372
2005	368134	1099999
2006	368267	1099665
2007	368400	1099329
2008	368530	1098988
2009	368654	1098627
2010	368780	1098271
2011	368921	1097963
2012	369050	1097617
2013	369173	1097256
2014	369310	1096935
2015	369432	1096568
2016	369533	1096141
2017	369675	1095836
2018	369809	1095507
2019	369958	1095222
2020	370096	1094906
2021	370219	1094545
2022	370345	1094194
2023	370503	1093936
2024	370616	1093546
2025	370750	1093220
2026	370871	1092854
2027	371003	1092522
2028	371130	1092173
2029	371264	1091847
2030	371388	1091490
2031	371514	1091142
2032	371640	1090792
2033	371776	1090471
2034	371891	1090088
2035	372011	1089723
2036	372126	1089342
2037	372244	1088971
2038	372397	1088701
2039	372536	1088391
2040	372653	1088017
2041	372777	1087662
2042	372893	1087287
2043	373014	1086923
2044	373126	1086536
2045	373257	1086204
2046	373404	1085920
2047	373542	1085608
2048	373694	1085337
2049	373815	1084978
2050	373930	1084599
2051	374035	1084192
2052	374165	1083860
2053	374280	1083480
2054	374409	1083146
2055	374529	1082783
2056	374636	1082385
2057	374750	1082006
2058	374883	1081680
2059	375001	1081316
2060	375116	1080940
2061	375235	1080576
2062	375357	1080221
2063	375497	1079919
2064	375625	1079581
2065	375767	1079287
2066	375876	1078893
2067	375989	1078514
2068	376129	1078213
2069	376259	1077882
2070	376389	1077553
2071	376533	1077262
2072	376648	1076892
2073	376787	1076586
2074	376908	1076232
2075	377025	1075866
2076	377143	1075504
2077	377292	1075229
2078	377430	1074923
2079	377571	1074627
2080	377699	1074292
2081	377837	1073988
2082	377950	1073610
2083	378083	1073293
2084	378222	1072991
2085	378357	1072678
2086	378501	1072391
2087	378640	1072089
2088	378764	1071745
2089	378896	1071424
2090	379013	1071061
2091	379145	1070740
2092	379299	1070483
2093	379439	1070186
2094	379575	1069877
2095	379707	1069558
2096	379832	1069218
2097	379955	1068874
2098	380084	1068547
2099	380239	1068292
2100	380372	1067976
2101	380504	1067657
2102	380638	1067343
2103	380768	1067021
2104	380895	1066689
2105	381012	1066329
2106	381162	1066061
2107	381282	1065709
2108	381413	1065390
2109	381549	1065082
2110	381696	1064808
2111	381818	1064462
2112	381962	1064181
2113	382096	1063869
2114	382238	1063581
2115	382368	1063259
2116	382486	1062903
2117	382634	1062633
2118	382764	1062310
2119	382875	1061939
2120	382987	1061568
2121	383118	1061249
2122	383246	1060923
2123	383376	1060602
2124	383494	1060248
2125	383631	1059948
2126	383746	1059587
2127	383888	1059301
2128	384000	1058933
2129	384127	1058603
2130	384269	1058318
2131	384409	1058026
2132	384533	1057691
2133	384648	1057334
2134	384747	1056930
2135	384898	1056668
2136	385032	1056361
2137	385153	1056019
2138	385276	1055683
2139	385386	1055311
2140	385506	1054965
2141	385640	1054661
2142	385767	1054334
2143	385902	1054032
2144	386030	1053711
2145	386153	1053373
2146	386281	1053054
2147	386411	1052736
2148	386522	1052370
2149	386652	1052055
2150	386782	1051738
2151	386934	1051484
2152	387063	1051167
2153	387171	1050791
2154	387307	1050493
2155	387430	1050160
2156	387548	1049813
2157	387695	1049544
2158	387823	1049224
2159	387931	1048851
2160	388060	1048535
2161	388191	1048225
2162	388363	1048023
2163	388481	1047680
2164	388614	1047374
2165	388716	1046985
2166	388841	1046660
2167	388983	1046381
2168	389119	1046082
2169	389245	1045761
2170	389363	1045417
2171	389523	1045185
2172	389669	1044916
2173	389812	1044641
2174	389933	1044303
2175	390080	1044038
2176	390213	1043735
2177	390334	1043400
2178	390456	1043070
2179	390652	1042934
2180	390806	1042689
2181	390941	1042390
2182	391082	1042110
2183	391225	1041833
2184	391346	1041501
2185	391489	1041226
2186	391625	1040932
2187	391768	1040658
2188	391898	1040348
2189	392024	1040028
2190	392144	1039692
2191	392274	1039384
2192	392409	1039087
2193	392534	1038768
2194	392635	1038381
2195	392736	1037997
2196	392868	1037694
2197	393013	1037425
2198	393133	1037092
2199	393268	1036799
2200	393397	1036488
2201	393517	1036155
2202	393634	1035814
2203	393731	1035420
2204	393837	1035050
2205	393953	1034707
2206	394073	1034377
2207	394202	1034067
2208	394348	1033804
2209	394481	1033506
2210	394598	1033167
2211	394714	1032825
2212	394832	1032487
2213	394940	1032126
2214	395058	1031788
2215	395159	1031409
2216	395257	1031021
2217	395376	1030687
2218	395516	1030409
2219	395641	1030093
2220	395754	1029745
2221	395869	1029402
2222	396002	1029108
2223	396126	1028787
2224	396249	1028466
2225	396347	1028080
2226	396451	1027712
2227	396576	1027397
2228	396708	1027099
2229	396841	1026804
2230	396973	1026509
2231	397117	1026242
2232	397262	1025978
2233	397384	1025658
2234	397510	1025345
2235	397645	1025056
2236	397773	1024750
2237	397904	1024453
2238	398026	1024131
2239	398161	1023844
2240	398294	1023550
2241	398427	1023258
2242	398580	1023016
2243	398682	1022645
2244	398805	1022327
2245	398921	1021993
2246	399056	1021706
2247	399191	1021418
2248	399329	1021139
2249	399444	1020801
2250	399563	1020475
2251	399718	1020240
2252	399834	1019905
2253	399958	1019593
2254	400083	1019281
2255	400238	1019047
2256	400358	1018723
2257	400462	1018360
2258	400565	1017993
2259	400692	1017687
2260	400831	1017413
2261	400954	1017097
2262	401099	1016839
2263	401235	1016558
2264	401364	1016258
2265	401484	1015937
2266	401625	1015668
2267	401746	1015347
2268	401857	1015003
2269	401993	1014723
2270	402137	1014463
2271	402269	1014171
2272	402397	1013870
2273	402520	1013558
2274	402636	1013228
2275	402739	1012865
2276	402865	1012561
2277	403013	1012310
2278	403175	1012096
2279	403315	1011826
2280	403455	1011555
2281	403589	1011273
2282	403733	1011013
2283	403882	1010766
2284	404024	1010503
2285	404141	1010177
2286	404309	1009978
2287	404455	1009725
2288	404602	1009474
2289	404748	1009219
2290	404908	1009002
2291	405057	1008755
2292	405195	1008482
2293	405368	1008296
2294	405509	1008031
2295	405641	1007742
2296	405787	1007491
2297	405921	1007207
2298	406056	1006927
2299	406191	1006648
2300	406320	1006353
2301	406469	1006108
2302	406583	1005777
2303	406722	1005508
2304	406849	1005209
2305	407007	1004986
2306	407161	1004754
2307	407300	1004486
2308	407423	1004177
2309	407563	1003910
2310	407730	1003713
2311	407887	1003489
2312	408021	1003207
2313	408172	1002968
2314	408303	1002681
2315	408431	1002385
2316	408582	1002146
2317	408719	1001874
2318	408840	1001562
2319	408975	1001285
2320	409113	1001015
2321	409250	1000742
2322	409378	1000448
2323	409524	1000198
2324	409654	999910
2325	409779	999608
2326	409906	999313
2327	410046	999047
2328	410175	998756
2329	410282	998411
2330	410413	998127
2331	410526	997797
2332	410635	997459
2333	410778	997201
2334	410905	996907
2335	411052	996662
2336	411195	996405
2337	411325	996119
2338	411473	995873
2339	411610	995604
2340	411754	995352
2341	411887	995071
2342	412010	994769
2343	412129	994456
2344	412247	994141
2345	412380	993862
2346	412495	993538
2347	412631	993267
2348	412757	992972
2349	412894	992703
2350	413000	992359
2351	413144	992109
2352	413264	991800
2353	413394	991514
2354	413505	991183
2355	413636	990902
2356	413764	990613
2357	413863	990252
2358	413997	989978
2359	414120	989677
2360	414263	989425
2361	414404	989166
2362	414521	988852
2363	414640	988542
2364	414769	988256
2365	414900	987974
2366	415029	987689
2367	415138	987356
2368	415255	987042
2369	415370	986724
2370	415473	986376
2371	415618	986129
2372	415752	985857
2373	415877	985562
2374	415998	985259
2375	416112	984939
2376	416235	984641
2377	416338	984295
2378	416469	984017
2379	416611	983763
2380	416743	983486
2381	416872	983203
2382	416996	982908
2383	417126	982626
2384	417245	982320
2385	417396	982088
2386	417506	981762
2387	417640	981490
2388	417774	981219
2389	417908	980948
2390	418025	980638
2391	418144	980332
2392	418269	980041
2393	418404	979772
2394	418524	979470
2395	418657	979197
2396	418793	978931
2397	418919	978643
2398	419060	978389
2399	419194	978120
2400	419334	977864
2401	419446	977543
2402	419563	977235
2403	419700	976973
2404	419836	976709
2405	419998	976504
2406	420125	976220
2407	420243	975913
2408	420372	975633
2409	420492	975333
2410	420607	975020
2411	420732	974731
2412	420873	974480
2413	420983	974157
2414	421119	973892
2415	421237	973587
2416	421344	973259
2417	421494	973028
2418	421641	972790
2419	421759	972487
2420	421893	972219
2421	422025	971948
2422	422125	971602
2423	422245	971303
2424	422380	971038
2425	422484	970704
2426	422598	970391
2427	422729	970118
2428	422844	969808
2429	422955	969491
2430	423088	969221
2431	423202	968911
2432	423323	968615
2433	423442	968315
2434	423555	968002
2435	423683	967724
2436	423814	967451
2437	423967	967230
2438	424089	966937
2439	424193	966605
2440	424317	966316
2441	424428	966001
2442	424569	965751
2443	424698	965476
2444	424815	965173
2445	424943	964897
2446	425092	964667
2447	425223	964395
2448	425348	964110
2449	425447	963768
2450	425586	963515
2451	425703	963215
2452	425831	962937
2453	425951	962642
2454	426069	962344
2455	426228	962137
2456	426341	961826
2457	426441	961487
2458	426556	961184
2459	426696	960934
2460	426811	960629
2461	426947	960372
2462	427065	960074
2463	427197	959806
2464	427335	959554
2465	427463	959278
2466	427594	959011
2467	427715	958720
2468	427827	958410
2469	427962	958151
2470	428116	957933
2471	428242	957656
2472	428366	957372
2473	428502	957116
2474	428609	956796
2475	428739	956525
2476	428853	956220
2477	428973	955928
2478	429086	955621
2479	429217	955354
2480	429352	955096
2481	429479	954822
2482	429633	954607
2483	429761	954333
2484	429884	954050
2485	430013	953778
2486	430145	953514
2487	430277	953250
2488	430400	952968
2489	430514	952664
2490	430640	952388
2491	430749	952074
2492	430867	951779
2493	430980	951474
2494	431106	951199
2495	431240	950940
2496	431397	950733
2497	431511	950431
2498	431643	950169
2499	431776	949907
2500	431922	949675
2501	432056	949418
2502	432177	949132
2503	432308	948868
2504	432440	948607
2505	432568	948336
2506	432723	948125
2507	432844	947840
2508	432957	947536
2509	433053	947196
2510	433193	946952
2511	433305	946648
2512	433435	946382
2513	433574	946136
2514	433698	945858
2515	433814	945564
2516	433936	945280
2517	434058	945000
2518	434184	944725
2519	434318	944469
2520	434458	944226
2521	434595	943979
2522	434734	943733
2523	434854	943449
2524	434969	943152
2525	435083	942853
2526	435217	942597
2527	435344	942328
2528	435473	942062
2529	435614	941822
2530	435745	941562
2531	435869	941284
2532	435998	941019
2533	436113	940723
2534	436232	940437
2535	436345	940138
2536	436473	939871
2537	436571	939540
2538	436697	939268
2539	436822	938995
2540	436942	938712
2541	437070	938446
2542	437190	938162
2543	437292	937841
2544	437425	937585
2545	437544	937300
2546	437668	937026
2547	437806	936782
2548	437946	936542
2549	438052	936228
2550	438192	935990
2551	438307	935697
2552	438427	935413
2553	438555	935150
2554	438656	934828
2555	438781	934556
2556	438892	934255
2557	439024	934000
2558	439138	933704
2559	439290	933491
2560	439441	933277
2561	439577	933029
2562	439691	932735
2563	439811	932456
2564	439928	932168
2565	440044	931878
2566	440179	931631
2567	440292	931336
2568	440434	931102
2569	440552	930817
2570	440664	930521
2571	440771	930212
2572	440899	929950
2573	441031	929696
2574	441163	929441
2575	441289	929175
2576	441402	928881
2577	441553	928666
2578	441672	928386
2579	441806	928135
2580	441936	927878
2581	442056	927599
2582	442201	927373
2583	442321	927095
2584	442448	926830
2585	442566	926548
2586	442690	926279
2587	442818	926018
2588	442942	925747
2589	443066	925478
2590	443190	925210
2591	443331	924975
2592	443470	924738
2593	443591	924462
2594	443719	924201
2595	443867	923983
2596	444015	923764
2597	444130	923477
2598	444247	923192
2599	444379	922941
2600	444517	922703
2601	444643	922439
2602	444772	922181
2603	444886	921892
2604	445015	921635
2605	445156	921402
2606	445268	921109
2607	445374	920805
2608	445471	920481
2609	445579	920181
2610	445696	919899
2611	445801	919594
2612	445940	919357
2613	446048	919058
2614	446168	918782
2615	446310	918554
2616	446427	918273
2617	446555	918014
2618	446689	917768
2619	446805	917486
2620	446939	917240
2621	447062	916972
2622	447173	916679
2623	447292	916403
2624	447413	916131
2625	447546	915885
2626	447698	915677
2627	447814	915396
2628	447932	915117
2629	448053	914847
2630	448190	914608
2631	448305	914325
2632	448416	914034
2633	448538	913766
2634	448679	913536
2635	448809	913283
2636	448936	913024
2637	449065	912769
2638	449182	912493
2639	449319	912255
2640	449448	912001
2641	449554	911699
2642	449668	911416
2643	449789	911146
2644	449947	910952
2645	450067	910680
2646	450183	910400
2647	450321	910167
2648	450458	909929
2649	450587	909676
2650	450700	909391
2651	450824	909129
2652	450940	908849
2653	451065	908588
2654	451182	908313
2655	451302	908043
2656	451438	907804
2657	451557	907532
2658	451678	907263
2659	451817	907032
2660	451941	906770
2661	452050	906478
2662	452165	906199
2663	452307	905972
2664	452430	905709
2665	452558	905456
2666	452686	905203
2667	452808	904937
2668	452944	904701
2669	453078	904459
2670	453196	904187
2671	453307	903900
2672	453446	903670
2673	453569	903407
2674	453683	903126
2675	453801	902854
2676	453921	902586
2677	454043	902323
2678	454168	902063
2679	454287	901794
2680	454427	901567
2681	454537	901279
2682	454669	901036
2683	454804	900797
2684	454938	900557
2685	455063	900301
2686	455194	900055
2687	455329	899817
2688	455467	899586
2689	455578	899300
2690	455678	898994
2691	455803	898738
2692	455945	898515
2693	456058	898235
2694	456187	897986
2695	456313	897732
2696	456450	897500
2697	456584	897260
2698	456716	897018
2699	456846	896773
2700	456971	896515
2701	457101	896270
2702	457235	896031
2703	457322	895703
2704	457426	895406
2705	457570	895188
2706	457708	894957
2707	457818	894673
2708	457941	894413
2709	458061	894150
2710	458172	893866
2711	458300	893618
2712	458439	893390
2713	458569	893146
2714	458702	892906
2715	458828	892654
2716	458964	892421
2717	459093	892175
2718	459220	891925
2719	459351	891681
2720	459498	891470
2721	459639	891247
2722	459745	890957
2723	459841	890647
2724	459963	890388
2725	460077	890112
2726	460182	889822
2727	460309	889572
2728	460446	889342
2729	460547	889041
2730	460684	888811
2731	460842	888622
2732	460990	888414
2733	461158	888244
2734	461268	887962
2735	461409	887741
2736	461545	887509
2737	461650	887219
2738	461792	886998
2739	461909	886730
2740	462027	886465
2741	462155	886220
2742	462269	885946
2743	462393	885692
2744	462517	885438
2745	462641	885185
2746	462756	884914
2747	462887	884674
2748	463023	884444
2749	463140	884177
2750	463263	883922
2751	463398	883690
2752	463522	883437
2753	463643	883178
2754	463777	882944
2755	463889	882669
2756	464024	882436
2757	464128	882147
2758	464251	881893
2759	464366	881623
2760	464518	881423
2761	464662	881210
2762	464795	880975
2763	464944	880770
2764	465076	880534
2765	465218	880316
2766	465348	880075
2767	465462	879805
2768	465576	879533
2769	465696	879275
2770	465843	879068
2771	465980	878840
2772	466116	878612
2773	466243	878366
2774	466359	878099
2775	466481	877844
2776	466604	877593
2777	466749	877381
2778	466877	877139
2779	467008	876899
2780	467112	876613
2781	467226	876344
2782	467354	876101
2783	467482	875858
2784	467627	875646
2785	467741	875379
2786	467859	875116
2787	467962	874827
2788	468078	874562
2789	468204	874316
2790	468323	874059
2791	468435	873785
2792	468556	873532
2793	468678	873279
2794	468786	872999
2795	468906	872743
2796	469005	872446
2797	469158	872252
2798	469287	872013
2799	469405	871752
2800	469523	871492
2801	469648	871245
2802	469750	870957
2803	469877	870715
2804	470005	870473
2805	470144	870252
2806	470259	869987
2807	470387	869748
2808	470522	869520
2809	470639	869259
2810	470767	869018
2811	470898	868783
2812	471029	868548
2813	471146	868289
2814	471284	868066
2815	471415	867833
2816	471515	867542
2817	471645	867305
2818	471779	867076
2819	471927	866874
2820	472054	866633
2821	472189	866405
2822	472311	866155
2823	472474	865979
2824	472600	865737
2825	472717	865478
2826	472838	865226
2827	472956	864967
2828	473065	864695
2829	473176	864424
2830	473314	864204
2831	473412	863911
2832	473545	863682
2833	473651	863402
2834	473791	863186
2835	473925	862959
2836	474043	862702
2837	474162	862448
2838	474264	862162
2839	474392	861924
2840	474534	861712
2841	474664	861477
2842	474785	861227
2843	474915	860992
2844	475051	860770
2845	475183	860540
2846	475319	860316
2847	475436	860058
2848	475557	859809
2849	475666	859538
2850	475780	859275
2851	475889	859003
2852	476019	858771
2853	476153	858544
2854	476291	858324
2855	476425	858100
2856	476573	857899
2857	476703	857666
2858	476832	857431
2859	476925	857131
2860	477070	856926
2861	477216	856722
2862	477347	856490
2863	477479	856262
2864	477607	856025
2865	477739	855796
2866	477865	855557
2867	477996	855327
2868	478102	855052
2869	478238	854830
2870	478386	854631
2871	478514	854395
2872	478657	854186
2873	478797	853971
2874	478928	853741
2875	479056	853507
2876	479170	853246
2877	479309	853030
2878	479446	852811
2879	479558	852549
2880	479687	852316
2881	479792	852039
2882	479918	851801
2883	480043	851561
2884	480182	851346
2885	480303	851098
2886	480423	850850
2887	480533	850585
2888	480677	850379
2889	480804	850142
2890	480934	849910
2891	481079	849707
2892	481206	849471
2893	481336	849241
2894	481450	848982
2895	481566	848727
2896	481670	848451
2897	481778	848182
2898	481886	847914
2899	482009	847672
2900	482124	847415
2901	482235	847152
2902	482361	846915
2903	482463	846636
2904	482584	846391
2905	482719	846170
2906	482863	845966
2907	482998	845746
2908	483144	845543
2909	483278	845322
2910	483446	845160
2911	483572	844923
2912	483670	844637
2913	483806	844420
2914	483915	844153
2915	484025	843890
2916	484152	843657
2917	484275	843416
2918	484402	843181
2919	484537	842962
2920	484661	842723
2921	484770	842458
2922	484886	842206
2923	485014	841974
2924	485129	841720
2925	485253	841482
2926	485375	841240
2927	485538	841070
2928	485667	840839
2929	485825	840661
2930	485954	840431
2931	486070	840179
2932	486203	839957
2933	486334	839731
2934	486446	839472
2935	486554	839207
2936	486672	838959
2937	486775	838685
2938	486900	838448
2939	487021	838206
2940	487147	837973
2941	487248	837696
2942	487384	837480
2943	487523	837269
2944	487646	837029
2945	487756	836769
2946	487872	836519
2947	488018	836319
2948	488157	836109
2949	488290	835886
2950	488401	835627
2951	488502	835351
2952	488604	835077
2953	488732	834848
2954	488863	834624
2955	488985	834385
2956	489123	834173
2957	489237	833920
2958	489366	833692
2959	489499	833472
2960	489636	833259
